feedback_id,delivery_id,rating,comment,feedback_datetime
F01005205,D2026014262,4,,29:53.5
F01005206,D2026014264,5,"Smooth delivery, will use again.",50:54.0
F01005207,D2026014269,,"On time as always, thanks!",25:47.6
F01005208,D2026014272,5,"On time as always, thanks! Fast fast, shiok.",03:35.5
F01005209,D2026014273,5,"Excellent service, package arrived in perfect condition.",05:35.4
F01005210,D2026014276,5,"Smooth delivery, will use again.",36:01.5
F01005211,D2026014277,5,"Driver called ahead, super helpful.",57:54.8
F01005212,D2026014281,5,"Excellent service, package arrived in perfect condition.",23:16.8
F01005213,D2026014284,4,,42:16.4
F01005214,D2026014289,5,"Smooth delivery, will use again.",43:30.4
F01005215,D2026014290,5,"On time as always, thanks!",42:12.2
F01005216,D2026014296,5,"Polite and professional driver. Driver very polite, can!",32:01.0
F01005217,D2026014297,5,"On time as always, thanks!",02:06.9
F01005218,D2026014300,4,"Came within the window, all good.",18:41.6
F01005219,D2026014302,5,"On time as always, thanks! Smooth lah, thanks.",03:42.6
F01005220,D2026014304,4,Good service overall.,30:11.1
F01005221,D2026014305,4,,13:33.9
F01005222,D2026014306,5,"Driver called ahead, super helpful.",27:50.9
F01005223,D2026014312,5,"Smooth delivery, will use again.",57:24.8
F01005224,D2026014314,5,"Driver called ahead, super helpful.",01:45.2
F01005225,D2026014315,5,Driver was very friendly and on time.,16:19.4
F01005226,D2026014316,4,,16:46.1
F01005227,D2026014317,4,"Delivery was on time, no issues.",45:22.6
F01005228,D2026014318,5,Polite and professional driver.,43:40.6
F01005229,D2026014323,,"Excellent service, package arrived in perfect condition.",56:50.7
F01005230,D2026014328,5,,46:40.3
F01005231,D2026014330,3,Average experience.,51:29.8
F01005232,D2026014333,5,"On time as always, thanks!",50:14.7
F01005233,D2026014335,4,"Driver was okay, would recommend.",24:37.6
F01005234,D2026014337,5,"Excellent service, package arrived in perfect condition.",56:04.8
F01005235,D2026014338,1,Hours late with no communication.,19:35.2
F01005236,D2026014341,4,"Reasonable speed, package was fine.",21:22.5
F01005237,D2026014344,5,Driver was very friendly and on time.,46:15.0
F01005238,D2026014345,5,"Great experience, no complaints.",59:39.1
F01005239,D2026014346,2,,09:12.7
F01005240,D2026014348,5,"Polite and professional driver. Fast fast, shiok.",43:10.8
F01005241,D2026014349,5,"Great experience, no complaints.",39:56.0
F01005242,D2026014353,,"Excellent service, package arrived in perfect condition.",43:05.2
F01005243,D2026014354,5,Driver was very friendly and on time.,03:05.6
F01005244,D2026014356,5,"Smooth delivery, will use again.",14:50.9
F01005245,D2026014358,5,"Excellent service, package arrived in perfect condition.",16:16.8
F01005246,D2026014359,3,,43:21.1
F01005247,D2026014363,5,"Driver called ahead, super helpful.",34:34.0
F01005248,D2026014365,4,,45:02.7
F01005249,D2026014366,5,"Delivered ahead of schedule, very impressed.",20:53.7
F01005250,D2026014367,5,"On time as always, thanks! Fast fast, shiok.",47:20.3
F01005251,D2026014378,5,Polite and professional driver.,20:47.1
F01005252,D2026014380,5,"Driver called ahead, super helpful.",43:59.6
F01005253,D2026014381,4,"Driver was okay, would recommend.",03:35.8
F01005254,D2026014382,5,Driver was very friendly and on time.,16:45.3
F01005255,D2026014383,2,"Delivery was late, no update from the driver.",50:43.4
F01005256,D2026014384,5,"Delivered ahead of schedule, very impressed.",36:13.2
F01005257,D2026014385,5,"Polite and professional driver. Fast fast, shiok.",30:52.9
F01005258,D2026014387,4,"Came within the window, all good.",23:18.1
F01005259,D2026014388,5,"Delivered ahead of schedule, very impressed.",32:38.8
F01005260,D2026014393,3,,10:15.7
F01005261,D2026014398,4,Good service overall.,24:31.2
F01005262,D2026014400,5,Driver was very friendly and on time.,32:08.6
F01005263,D2026014401,3,,13:03.0
F01005264,D2026014402,5,"Driver called ahead, super helpful.",00:33.3
F01005265,D2026014410,5,"Driver called ahead, super helpful.",09:57.0
F01005266,D2026014421,4,,46:10.3
F01005267,D2026014423,5,Driver was very friendly and on time.,33:46.2
F01005268,D2026014424,5,"Smooth delivery, will use again.",39:20.6
F01005269,D2026014430,2,Package looked roughly handled. Very late and no notification at all.,02:22.1
F01005270,D2026014434,5,"Excellent service, package arrived in perfect condition.",15:09.9
F01005271,D2026014436,5,Polite and professional driver.,25:13.7
F01005272,D2026014439,5,Driver was very friendly and on time.,05:24.6
F01005273,D2026014442,4,,48:35.1
F01005274,D2026014446,,,48:52.9
F01005275,D2026014449,,,52:21.0
F01005276,D2026014450,3,Took a bit longer than expected but arrived.,00:38.8
F01005277,D2026014451,5,Driver was very friendly and on time.,06:15.9
F01005278,D2026014452,5,"Great experience, no complaints.",53:15.8
F01005279,D2026014453,4,"Reasonable speed, package was fine.",54:01.9
F01005280,D2026014457,5,"Great experience, no complaints.",16:30.1
F01005281,D2026014459,4,,53:26.9
F01005282,D2026014460,3,,49:03.3
F01005283,D2026014461,5,"Smooth delivery, will use again.",06:28.3
F01005284,D2026014468,5,Polite and professional driver.,38:18.7
F01005285,D2026014469,5,"Great experience, no complaints.",51:09.7
F01005286,D2026014472,4,Good service overall.,12:05.5
F01005287,D2026014473,4,"Reasonable speed, package was fine.",24:23.3
F01005288,D2026014474,5,Driver was very friendly and on time.,02:12.2
F01005289,D2026014478,4,"Delivery was on time, no issues.",24:02.4
F01005290,D2026014479,4,,16:10.6
F01005291,D2026014484,1,Hours late with no communication.,28:48.2
F01005292,D2026014485,5,,47:42.5
F01005293,D2026014487,1,Driver was extremely unprofessional.,13:43.0
F01005294,D2026014493,5,Driver was very friendly and on time.,58:05.3
F01005295,D2026014494,2,Communication was poor. Very late and no notification at all.,03:09.3
F01005296,D2026014496,,"Excellent service, package arrived in perfect condition.",48:06.5
F01005297,D2026014497,5,"On time as always, thanks!",41:12.4
F01005298,D2026014499,2,Why is it so slow these days?,04:19.0
F01005299,D2026014503,5,,01:04.2
F01005300,D2026014505,4,,06:42.4
F01005301,D2026014507,5,Polite and professional driver.,22:54.9
F01005302,D2026014513,5,"Excellent service, package arrived in perfect condition.",32:40.2
F01005303,D2026014519,3,Driver could be more friendly.,40:14.7
F01005304,D2026014522,5,,15:47.6
F01005305,D2026014523,4,"Reasonable speed, package was fine.",44:55.1
F01005306,D2026014527,5,"Driver called ahead, super helpful.",16:31.3
F01005307,D2026014528,5,"Great experience, no complaints. Smooth lah, thanks.",01:45.3
F01005308,D2026014536,3,Service was just okay.,52:51.8
F01005309,D2026014537,5,"Great experience, no complaints.",31:32.0
F01005310,D2026014538,4,"Came within the window, all good.",30:19.6
F01005311,D2026014539,5,Driver was very friendly and on time.,44:32.8
F01005312,D2026014541,5,"Smooth delivery, will use again.",03:40.0
F01005313,D2026014544,,Polite and professional driver.,13:43.7
F01005314,D2026014545,1,Package was broken when I opened it.,40:51.5
F01005315,D2026014547,3,,52:43.2
F01005316,D2026014550,5,"Great experience, no complaints.",23:44.3
F01005317,D2026014552,5,Driver was very friendly and on time.,40:17.4
F01005318,D2026014553,3,,40:10.7
F01005319,D2026014555,5,,49:03.7
F01005320,D2026014560,5,,00:18.7
F01005321,D2026014561,5,"On time as always, thanks!",13:31.2
F01005322,D2026014562,5,Driver was very friendly and on time.,51:21.5
F01005323,D2026014564,5,Polite and professional driver.,52:59.0
F01005324,D2026014566,4,,12:29.7
F01005325,D2026014567,3,,46:28.5
F01005326,D2026014572,4,,50:35.8
F01005327,D2026014573,4,,26:23.2
F01005328,D2026014575,4,"Driver was okay, would recommend.",30:46.7
F01005329,D2026014576,1,,47:10.4
F01005330,D2026014577,5,"Smooth delivery, will use again.",27:43.5
F01005331,D2026014581,5,"Driver called ahead, super helpful.",19:03.8
F01005332,D2026014582,4,Good service overall.,06:32.3
F01005333,D2026014583,4,"Delivery was on time, no issues.",54:53.0
F01005334,D2026014584,1,"Package arrived damaged! Late again, this is becoming a pattern.",42:41.3
F01005335,D2026014585,5,"Great experience, no complaints.",54:10.2
F01005336,D2026014587,4,No problems with the delivery.,54:18.1
F01005337,D2026014589,4,"Came within the window, all good.",38:49.7
F01005338,D2026014590,5,"Great experience, no complaints.",05:15.5
F01005339,D2026014591,5,Driver was very friendly and on time.,13:36.2
F01005340,D2026014593,4,"Came within the window, all good.",14:01.6
F01005341,D2026014596,5,"Driver called ahead, super helpful.",35:09.2
F01005342,D2026014599,3,,28:44.8
F01005343,D2026014600,4,"Driver was okay, would recommend.",53:07.1
F01005344,D2026014601,5,,10:16.9
F01005345,D2026014603,5,"Great experience, no complaints.",44:36.0
F01005346,D2026014606,4,No problems with the delivery.,53:35.5
F01005347,D2026014607,5,"Excellent service, package arrived in perfect condition.",20:34.4
F01005348,D2026014613,4,"Reasonable speed, package was fine.",12:05.4
F01005349,D2026014615,5,"Smooth delivery, will use again.",20:49.7
F01005350,D2026014620,5,"Excellent service, package arrived in perfect condition. Smooth lah, thanks.",08:12.4
F01005351,D2026014621,,Took a bit longer than expected but arrived.,25:36.6
F01005352,D2026014622,5,"Smooth delivery, will use again.",36:06.2
F01005353,D2026014625,2,Why is it so slow these days?,47:11.6
F01005354,D2026014629,5,,56:29.9
F01005355,D2026014632,5,Polite and professional driver.,58:04.8
F01005356,D2026014633,3,,23:16.9
F01005357,D2026014635,4,,43:21.7
F01005358,D2026014642,5,,44:19.1
F01005359,D2026014647,4,Good service overall.,55:08.4
F01005360,D2026014648,2,Why is it so slow these days? Why so slow ah?,52:50.7
F01005361,D2026014649,,"Smooth delivery, will use again.",41:38.4
F01005362,D2026014651,5,Polite and professional driver.,06:16.0
F01005363,D2026014654,,Average experience.,48:09.7
F01005364,D2026014655,5,Polite and professional driver. ï¿½ï¿½,34:19.4
F01005365,D2026014658,5,"Excellent service, package arrived in perfect condition.",15:41.9
F01005366,D2026014659,4,,23:24.7
F01005367,D2026014660,1,Driver was extremely unprofessional. Refrigerated parcel was not kept cold.,26:15.0
F01005368,D2026014661,5,,14:48.5
F01005369,D2026014670,4,,28:01.9
F01005370,D2026014673,4,"Reasonable speed, package was fine.",50:22.1
F01005371,D2026014674,5,Driver was very friendly and on time.,16:44.8
F01005372,D2026014675,1,Package was broken when I opened it. Very late and no notification at all. Cold-chain item arrived warm.,01:05.6
F01005373,D2026014676,5,"Delivered ahead of schedule, very impressed.",40:59.6
F01005374,D2026014677,5,"Smooth delivery, will use again.",13:54.2
F01005375,D2026014682,5,"Delivered ahead of schedule, very impressed. Smooth lah, thanks.",23:05.6
F01005376,D2026014686,5,"Delivered ahead of schedule, very impressed.",37:10.4
F01005377,D2026014687,4,No problems with the delivery.,49:33.0
F01005378,D2026014689,5,"On time as always, thanks!",50:21.1
F01005379,D2026014693,,Driver was very friendly and on time.,30:36.5
F01005380,D2026014695,4,"Driver was okay, would recommend.",07:04.1
F01005381,D2026014699,3,,00:25.5
F01005382,D2026014700,5,"Delivered ahead of schedule, very impressed.",04:37.0
F01005383,D2026014703,4,No problems with the delivery.,22:04.3
F01005384,D2026014713,5,"Smooth delivery, will use again. Fast fast, shiok.",43:38.1
F01005385,D2026014715,5,"Excellent service, package arrived in perfect condition.",21:58.0
F01005386,D2026014716,4,,21:19.0
F01005387,D2026014717,5,"Excellent service, package arrived in perfect condition.",01:35.1
F01005388,D2026014719,5,"On time as always, thanks!",27:40.0
F01005389,D2026014720,4,,38:06.9
F01005390,D2026014726,3,Average experience.,51:22.7
F01005391,D2026014727,4,,05:46.0
F01005392,D2026014728,,Delivery was acceptable.,39:43.5
F01005393,D2026014731,5,"On time as always, thanks!",42:46.0
F01005394,D2026014733,4,,33:51.3
F01005395,D2026014739,4,No problems with the delivery.,49:40.4
F01005396,D2026014742,5,Driver was very friendly and on time.,28:19.7
F01005397,D2026014748,4,,52:49.7
F01005398,D2026014749,5,"Driver called ahead, super helpful.",18:44.7
F01005399,D2026014751,,"On time as always, thanks!",16:11.3
F01005400,D2026014752,4,"Came within the window, all good.",20:02.5
F01005401,D2026014755,4,,38:19.5
F01005402,D2026014757,5,"On time as always, thanks!",12:20.3
F01005403,D2026014758,4,Good service overall.,54:42.0
F01005404,D2026014761,5,,45:36.4
F01005405,D2026014762,5,"Smooth delivery, will use again.",35:38.6
F01005406,D2026014770,5,"Great experience, no complaints.",45:04.3
F01005407,D2026014773,3,Service was just okay.,24:51.9
F01005408,D2026014774,5,"On time as always, thanks!",29:06.1
F01005409,D2026014775,5,"On time as always, thanks!",30:46.1
F01005410,D2026014776,5,"On time as always, thanks!",48:24.6
F01005411,D2026014777,5,Polite and professional driver.,41:09.9
F01005412,D2026014781,5,Polite and professional driver.,28:04.8
F01005413,D2026014782,5,,28:45.7
F01005414,D2026014783,4,No problems with the delivery.,09:48.3
F01005415,D2026014787,5,Polite and professional driver.,28:33.1
F01005416,D2026014788,,,24:04.3
F01005417,D2026014790,3,Delivery was acceptable.,08:43.1
F01005418,D2026014793,4,"Delivery was on time, no issues.",44:05.3
F01005419,D2026014795,5,,05:15.9
F01005420,D2026014796,5,"Polite and professional driver. Fast fast, shiok.",28:57.3
F01005421,D2026014799,4,,26:07.6
F01005422,D2026014801,2,,43:07.9
F01005423,D2026014804,5,,28:21.8
F01005424,D2026014806,5,"Smooth delivery, will use again.",20:03.4
F01005425,D2026014809,3,Delivery was acceptable.,44:28.4
F01005426,D2026014813,4,,30:55.0
F01005427,D2026014815,5,"On time as always, thanks!",07:47.4
F01005428,D2026014816,5,,26:52.6
F01005429,D2026014817,5,"Polite and professional driver. Driver very polite, can!",20:34.1
F01005430,D2026014818,5,"On time as always, thanks!",48:46.2
F01005431,D2026014819,1,"Terrible experience, will not use again. Late again, this is becoming a pattern. Expected better for the express tier.",41:53.6
F01005432,D2026014823,5,"Smooth delivery, will use again.",36:52.0
F01005433,D2026014828,5,"On time as always, thanks!",59:46.5
F01005434,D2026014829,1,"Terrible experience, will not use again.",24:56.4
F01005435,D2026014831,5,"On time as always, thanks!",23:02.9
F01005436,D2026014834,5,Driver was very friendly and on time.,33:13.4
F01005437,D2026014836,4,"Delivery was on time, no issues.",54:14.5
F01005438,D2026014837,4,Good service overall.,59:51.5
F01005439,D2026014842,4,"Reasonable speed, package was fine.",45:47.8
F01005440,D2026014843,,,43:39.9
F01005441,D2026014845,5,"Driver called ahead, super helpful.",39:18.7
F01005442,D2026014849,2,Package looked roughly handled. Promised window was completely missed.,36:13.3
F01005443,D2026014857,3,Service was just okay.,41:16.9
F01005444,D2026014860,4,,24:36.4
F01005445,D2026014864,5,Polite and professional driver.,27:47.8
F01005446,D2026014865,5,"On time as always, thanks! Driver very polite, can!",26:49.1
F01005447,D2026014868,4,"Reasonable speed, package was fine.",06:37.7
F01005448,D2026014870,5,"On time as always, thanks!",02:20.6
F01005449,D2026014871,5,,23:04.5
F01005450,D2026014874,5,"On time as always, thanks!",52:39.3
F01005451,D2026014876,4,Good service overall.,09:05.2
F01005452,D2026014877,3,Driver could be more friendly.,45:50.2
F01005453,D2026014878,5,,01:00.0
F01005454,D2026014881,1,Package was broken when I opened it. The driver came hours after the promised time. Where got such service one?,29:26.2
F01005455,D2026014883,5,"Driver called ahead, super helpful.",48:34.4
F01005456,D2026014887,,Good service overall.,51:07.9
F01005457,D2026014888,3,,51:23.9
F01005458,D2026014893,4,No problems with the delivery.,07:24.1
F01005459,D2026014896,4,No problems with the delivery.,03:11.8
